"V1","V2","V3","V4","V5","V6","V7","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V6_1","V6_2","V6_3","V6_4","filter_."
"Mauritius                                           ","MUS","Itsenäinen valtio",2030,"Ei","Ylempi keskitaso","Ei",1265303,623.3019704,40.793,10.7,8,13.2,41.37842802,10.63362,6.64265,8.67461,6.657000065,10484.90836,5.02312994,0.170942413,5.71669579,151.3591149,77.89,71.3,74.51463415,1.2,4349.062,14.45782732,0,0,1,0,"Selected"
"Malawi                                              ","MWI","Itsenäinen valtio",94280,"Kyllä","Matala","Kyllä",18143315,192.4407616,16.937,34.593,6.811,33.5,87.082769,NA,NA,NA,5.622000217,356.7175732,4.031330109,0.764642848,9.64243031,39.00579484,66.4,60.155,63.279,9.5,1298.118,23.56592147,1,0,0,0,"Selected"
"Malaysia                                            ","MYS","Itsenäinen valtio",328550,"Ei","Ylempi keskitaso","Ei",31528585,95.96282149,76.036,16.867,5.014,7.1,44.23124385,6.49517,3.87694999999999,5.14559,3.349999905,10254.23402,4.677569866,1.115724249,3.71246052,134.5259947,78.008,73.903,75.828,0.4,248288.903,16.03580871,0,0,1,0,"Selected"
"North America                                       ","NAC","Valtioiden muodostama alue",18240984,NA,NA,NA,363809186,19.9446031,82.17304548,11.64796524,8.522843303,5.6,52.38173224,NA,NA,NA,4.107848655,58467.97381,NA,3.160081269,16.51931312,124.9993042,81.40258785,76.524030553485,78.88413429,0.4,5551808.664,7.31104225,NA,NA,NA,NA,"Not Selected"
"Namibia                                             ","NAM","Itsenäinen valtio",823290,"Ei","Ylempi keskitaso","Ei",2448255,2.973745582,50.032,29.105,8.23,31.8,68.19801605,8.56357,8.37258,8.47273,19.87700081,5303.309133,NA,3.427419248,8.28922272,112.7023597,65.823,60.02,63.021,11.9,4228.051,25.3587654,0,0,1,0,"Selected"
"New Caledonia                                       ","NCL","Muu alue/territorio",18280,NA,"Korkea",NA,284060,15.53938731,70.683,14.5,5.5,NA,46.87542011,NA,NA,NA,12.84700012,NA,NA,NA,NA,NA,79.3,75.1,77.14878049,NA,5328.151,NA,0,0,0,1,"Not Selected"
"Niger                                               ","NER","Itsenäinen valtio",1266700,"Kyllä","Matala","Kyllä",22442948,17.71765059,16.425,46.54,8.529,49.1,110.8785112,NA,NA,NA,0.470999986,516.8882472,2.581650019,2.460367773,7.66223145,NA,62.776,60.485,61.599,0.2,2016.85,94.05381768,1,0,0,0,"Selected"
"Nigeria                                             ","NGA","Itsenäinen valtio",910770,"Ei","Alempi keskitaso","Ei",195874740,215.064989,50.344,38.384,12.114,77.3,87.31508677,47.34352,28.74429,37.98399,8.243000031,1968.559588,NA,0.430671215,3.75553846,88.18424125,54.843,53.086,53.95,1.3,120369.275,71.79817438,0,1,0,0,"Selected"
"Nicaragua                                           ","NIC","Itsenäinen valtio",120340,"Ei","Alempi keskitaso","Ei",6465513,53.72704836,58.522,21.06,5.049,15.4,54.91671103,NA,NA,NA,5.199999809,2159.163079,4.357679844,0.625230581,8.31693268,115.0959067,77.546,70.551,74.068,0.2,5592.175,17.61418045,0,1,0,0,"Selected"
"Netherlands                                         ","NLD","Itsenäinen valtio",33690,"Ei","Korkea","Ei",17231624,511.4759276,91.49,9.9,8.8,3.4,54.56989978,NA,NA,NA,3.829999924,48675.22234,5.17509985,1.156803668,10.05979824,123.7312099,83.4,80,81.76097561,0.2,170779.524,12.03440807,0,0,0,1,"Selected"
"Norway                                              ","NOR","Itsenäinen valtio",365123.0078,"Ei","Korkea","Ei",5311916,14.54829163,82.248,10.7,7.7,2.1,52.90112361,NA,NA,NA,3.799999952,75496.75406,7.911980152,1.622270195,10.31589031,107.1737116,84.3,80.9,82.6097561,NA,41022.729,6.956519803,0,0,0,1,"Selected"
"Nepal                                               ","NPL","Itsenäinen valtio",143350,"Kyllä","Matala","Kyllä",28087871,195.9391071,19.74,20.196,6.404,27.4,56.59729608,40.27557,21.40866,32.09157,1.350000024,911.4442665,5.518370152,1.729167535,5.48825455,139.4463618,71.586,68.71,70.169,0.1,9105.161,99.73437372,1,0,0,0,"Selected"
"Nauru                                               ","NRU","Itsenäinen valtio",20,"Ei","Ylempi keskitaso","Ei",12704,635.2,100,NA,NA,27.2,NA,NA,NA,NA,NA,8510.868408,NA,NA,11.58332348,NA,NA,NA,NA,NA,47.671,NA,0,0,1,0,"Selected"
"New Zealand                                         ","NZL","Itsenäinen valtio",263310,"Ei","Korkea","Ei",4841000,18.38517337,86.538,12.43,6.95,4.2,54.57350366,NA,NA,NA,4.297999859,42849.42632,6.283669949,1.211808476,9.01967621,134.9319679,83.4,80,81.65853659,0.1,34381.792,5.956001129,0,0,0,1,"Selected"
"OECD members                                        ","OED","Valtioiden muodostama alue",35585983.62,NA,NA,NA,1352633507,38.01028859,80.59892832,11.54193755,8.538281609,6.254352172,53.6803982,NA,NA,NA,5.443590486,37370.04899,4.994495153,2.168701073,12.47281285,121.424345,82.69580174,77.5264344657716,80.00633468,NA,12004051.89,14.53096988,NA,NA,NA,NA,"Not Selected"
"Oman                                                ","OMN","Itsenäinen valtio",309500,"Ei","Korkea","Ei",4829483,15.6041454,84.539,19.786,2.462,9.7,32.69512874,7.30601,3.01058,4.34847000000001,2.864000082,15130.94374,NA,9.610509143,3.97352886,139.9674164,79.906,75.645,77.393,0.1,63457.435,41.11523827,0,0,0,1,"Selected"
"Other small states                                  ","OSS","Valtioiden muodostama alue",2031822.999,NA,NA,NA,30760211,15.13921784,62.11854349,23.44140939,7.394138024,37.62439382,57.59703035,18.25663,13.07443,15.47119,9.167588381,13404.40974,5.02312994,NA,4.62713549,121.9764745,69.88267951,66.7300746060308,68.22875917,9.302714973,208033.0127,34.75442835,NA,NA,NA,NA,"Not Selected"
"Pakistan                                            ","PAK","Itsenäinen valtio",770880,"Ei","Alempi keskitaso","Ei",212215030,275.2893187,36.666,28.599,6.994,58.8,65.51520208,NA,NA,NA,4.083000183,1464.993305,2.89951992,3.7696902,2.90229368,72.55706103,67.928,66.041,66.947,0.1,201149.618,58.28241877,0,1,0,0,"Selected"
"Panama                                              ","PAN","Itsenäinen valtio",74340,"Ei","Korkea","Ei",4176873,56.18607748,67.709,19.263,5.048,13.7,54.24249933,5.11828,4.03107,4.58819,3.894000053,15150.34561,NA,0,6.89914465,137.0014238,81.412,75.06,78.149,NA,10714.974,11.40005433,0,0,0,1,"Selected"
"Peru                                                ","PER","Itsenäinen valtio",1280000,"Ei","Ylempi keskitaso","Ei",31989256,24.99160625,77.907,18.134,5.438,11.1,51.23787463,8.29689,2.87863,5.59173,3.390000105,6710.508029,3.931309938,1.245957803,4.99378443,131.7778873,79.031,73.612,76.286,0.3,57414.219,24.78672805,0,0,1,0,"Selected"
"Philippines                                         ","PHL","Itsenäinen valtio",298170,"Ei","Alempi keskitaso","Ei",106651922,357.6883053,46.907,21.036,5.839,22.7,56.45928583,NA,NA,NA,2.338000059,3123.234229,NA,1.306170807,4.4460597,126.1986393,75.268,66.971,70.952,0.1,122287.116,18.06979891,0,1,0,0,"Selected"
"Palau                                               ","PLW","Itsenäinen valtio",460,"Ei","Korkea","Ei",17907,38.92826087,79.93,12.4,10.3,16.8,NA,NA,NA,NA,NA,16078.26819,NA,NA,12.12845135,NA,NA,NA,NA,NA,223.687,NA,0,0,0,1,"Selected"
"Papua New Guinea                                    ","PNG","Itsenäinen valtio",452860,"Ei","Alempi keskitaso","Ei",8606316,19.00436338,13.169,27.364,7.521,37.8,64.63940874,NA,NA,NA,2.423000097,2695.251883,1.964930058,0.403221124,2.27085471,NA,65.326,62.784,64.01,0.8,7535.685,12.29441826,0,1,0,0,"Selected"
"Poland                                              ","POL","Itsenäinen valtio",306190,"Ei","Korkea","Ei",37974750,124.0234822,60.058,10.6,10.6,3.9,48.30214691,NA,NA,NA,3.845000029,13861.30936,4.559569836,1.895427268,6.56172848,134.7484225,81.8,73.9,77.75365854,NA,299036.516,20.87782222,0,0,0,1,"Selected"
"Pre-demographic dividend                            ","PRE","Valtioiden muodostama alue",17789339.01,NA,NA,NA,919485393,51.68744002,41.22695151,37.02376607,8.830077331,56.80873303,87.30771755,45.16448,29.3825,37.35639,5.72582218,1414.800843,4.031330109,1.664681905,4.348889834,74.55554911,62.0443765,58.8197065298203,60.42746691,2.6624697,505151.0624,48.63557258,NA,NA,NA,NA,"Not Selected"
"Puerto Rico                                         ","PRI","Muu alue/territorio",8870,NA,"Korkea",NA,3193354,360.0173619,93.578,7.3,9.222,NA,55.06505892,NA,NA,NA,9.199999809,31108.75275,NA,NA,NA,109.563442,83.266,76.176,79.63453659,NA,NA,8.349033339,0,0,0,1,"Not Selected"
"Korea, Dem. People’s Rep.                           ","PRK","Itsenäinen valtio",120410,"Ei","Matala","Ei",25549819,212.1901752,61.899,13.91,8.97,14.4,41.91771469,NA,NA,NA,2.713000059,NA,NA,NA,NA,NA,75.343,68.253,71.91,NA,28283.571,32.00745162,1,0,0,0,"Selected"
"Portugal                                            ","PRT","Itsenäinen valtio",91605.5957,"Ei","Korkea","Ei",10283822,112.2619412,65.211,8.4,10.7,3,54.82696162,4.92748,2.64637999999999,3.86241,6.993000031,21490.42986,5.015610218,1.683336736,9.33004951,115.6330424,84.6,78.1,81.42439024,NA,48741.764,8.160752248,0,0,0,1,"Selected"
"Paraguay                                            ","PRY","Itsenäinen valtio",397300,"Ei","Ylempi keskitaso","Kyllä",6956071,17.50835892,61.585,20.787,5.465,17.8,55.93499755,6.46829,5.48851999999999,5.97920000000001,4.53399992,5680.580768,NA,0.893948254,6.65456867,106.9525792,76.085,72.041,73.992,0.5,7407.34,11.90908085,0,0,1,0,"Selected"
"West Bank and Gaza                                  ","PSE","Valtioiden muodostama alue",6020,NA,"Alempi keskitaso",NA,4569087,758.9845515,76.164,29.905,3.469,17.5,72.65390334,4.25805,1.34224,2.78139,26.25600052,3254.485887,5.25233984,NA,NA,89.97575355,75.446,72.106,73.74,NA,3234.294,33.22563038,0,1,0,0,"Not Selected"
"Pacific island small states                         ","PSS","Valtioiden muodostama alue",64200,NA,NA,NA,2457367,38.27674455,38.78134412,26.38741944,6.340556355,20.79899713,66.21057877,NA,NA,NA,3.01339654,4132.18527,NA,NA,4.790163116,NA,71.70295538,67.9923742582695,69.77428378,NA,3369.973,11.2676414,NA,NA,NA,NA,"Not Selected"
"Post-demographic dividend                           ","PST","Valtioiden muodostama alue",31473668.99,NA,NA,NA,1109441474,35.24982976,81.27985334,10.07601689,9.494156723,4.202581393,54.26044859,NA,NA,NA,5.28618863,42879.59117,5.069930077,2.208931596,12.91373808,125.7599462,83.30259308,78.0276385966983,80.59844147,NA,10949758.47,11.5930863,NA,NA,NA,NA,"Not Selected"
"French Polynesia                                    ","PYF","Muu alue/territorio",3660,NA,"Korkea",NA,277679,75.86857923,61.834,14.946,5.566,NA,45.03768549,NA,NA,NA,12.31400013,NA,NA,NA,NA,109.0010408,79.539,75.171,77.251,NA,770.07,NA,0,0,0,1,"Not Selected"
"Qatar                                               ","QAT","Itsenäinen valtio",11610,"Ei","Korkea","Ei",2781677,239.5931955,99.135,9.698,1.169,6.1,17.52376309,NA,NA,NA,0.109999999,61264.39648,2.86383009,NA,2.72160077,141.8558268,81.743,78.83,79.981,NA,103259.053,91.18732793,0,0,0,1,"Selected"
"Romania                                             ","ROU","Itsenäinen valtio",230080,"Ei","Ylempi keskitaso","Ei",19472545,84.63380129,53.998,10.3,13.3,6.7,51.22474481,1.40022999999999,0.891990000000007,1.1555,4.186999798,10807.79539,3.095390081,1.723420284,5.1508317,116.0354133,79.1,71.7,75.3097561,0.1,69258.629,14.61134019,0,0,1,0,"Selected"
"Russian Federation                                  ","RUS","Itsenäinen valtio",16376870,"Ei","Ylempi keskitaso","Ei",144477860,8.822067953,74.433,11.5,12.4,5.9,48.34327788,0.265889999999999,0.274839999999998,0.269940000000005,4.846000195,10720.33259,4.689909935,4.23340737,5.34388065,157.431312,77.6,67.08,72.43195122,NA,1732026.776,16.16022381,0,0,1,0,"Selected"
"Rwanda                                              ","RWA","Itsenäinen valtio",24670,"Kyllä","Matala","Kyllä",12301939,498.6598703,17.211,32.062,5.308,28.4,75.17359744,30.60546,22.4412,26.78441,1.01699996,772.3184718,3.110830069,1.264674914,6.93017101,78.85411036,70.398,66.187,68.341,2.8,1114.768,43.21021716,1,0,0,0,"Selected"
"South Asia                                          ","SAS","Valtioiden muodostama alue",4771603.999,NA,NA,NA,1814388744,380.2471337,33.99236125,19.65370027,7.000875916,36,52.38413303,36.27065,19.68714,27.74761,5.059690961,1866.886067,3.47919488,2.504695728,3.459346623,87.36313965,70.50572324,67.9493897249746,69.1713119,NA,2736913.121,82.86952124,NA,NA,NA,NA,"Not Selected"
"Saudi Arabia                                        ","SAU","Itsenäinen valtio",2149690,"Ei","Korkea","Ei",33699947,15.67665431,83.844,18.319,3.446,6.3,39.58085503,NA,NA,NA,6.039999962,20803.74257,NA,10.22384814,7.00368643,122.5733112,76.487,73.671,74.874,NA,563449.218,87.94544668,0,0,0,1,"Selected"
"Sudan                                               ","SDN","Itsenäinen valtio",NA,"Kyllä","Alempi keskitaso","Ei",41801533,NA,34.642,32.542,7.261,43.1,78.85872805,43.93677,34.56485,39.30282,16.89999962,1111.868449,NA,3.507166087,6.30497503,72.00791416,66.705,63.09,64.881,0.2,19999.818,55.37083444,0,1,0,0,"Selected"
"Senegal                                             ","SEN","Itsenäinen valtio",192530,"Kyllä","Matala","Ei",15854360,82.34747832,47.192,35.12,5.845,34.4,85.67431189,NA,NA,NA,6.52699995,1361.699588,4.624969959,1.462299059,4.06742668,104.450641,69.324,65.242,67.38,0.4,10901.991,40.6958259,1,0,0,0,"Selected"
"Singapore                                           ","SGP","Itsenäinen valtio",709.0000153,"Ei","Korkea","Ei",5638676,7952.998418,100,8.9,5,2.1,31.1332126,4.08059,1.1491,2.65514,4.019000053,60913.74533,NA,3.149613165,4.4177866,148.821563,85.4,80.7,83.09512195,0.3,37535.412,19.0782565,0,0,0,1,"Selected"
"Solomon Islands                                     ","SLB","Itsenäinen valtio",27990,"Kyllä","Alempi keskitaso","Ei",652858,23.32468739,23.749,32.877,4.284,17.9,78.06416068,NA,NA,NA,0.617999971,2059.045424,NA,NA,4.74138927,73.83377983,74.505,70.984,72.645,NA,168.682,11.87912184,0,1,0,0,"Selected"
"Sierra Leone                                        ","SLE","Itsenäinen valtio",72180,"Kyllä","Matala","Ei",7650154,105.987171,42.055,33.939,12.003,85.9,78.65500941,65.14797,48.35312,56.79367,4.416999817,499.3807078,4.635769844,1.093816897,16.6201725,83.07224041,54.697,53.049,53.895,1.6,1092.766,21.62594668,1,0,0,0,"Selected"
"El Salvador                                         ","SLV","Itsenäinen valtio",20720,"Ei","Alempi keskitaso","Ei",6420744,309.8814672,72.023,18.429,7.011,12.2,54.84470297,12.76586,8.89766,10.9914,4.006000042,3910.257193,3.725229979,1.05178543,7.22756004,146.9221022,77.417,68.006,72.872,0.6,7168.985,24.47229229,0,1,0,0,"Selected"
"San Marino                                          ","SMR","Itsenäinen valtio",60,"Ei","Korkea","Kyllä",33785,563.0833333,97.226,6.7,8.2,1.6,NA,0.0980899999999991,0.0679200000000009,0.0835699999999946,NA,45394.20103,3.370330095,NA,7.24210215,113.9558976,NA,NA,NA,NA,NA,NA,0,0,0,1,"Selected"
"Somalia                                             ","SOM","Itsenäinen valtio",627340,"Kyllä","Matala","Ei",15008154,23.9234769,44.971,41.919,11.062,78.2,97.8235155,NA,NA,NA,11.27999973,NA,NA,NA,NA,50.99230249,58.42,55.067,56.709,0.1,645.392,32.03458423,1,0,0,0,"Selected"
"Serbia                                              ","SRB","Itsenäinen valtio",87460,"Ei","Ylempi keskitaso","Kyllä",6982604,79.8376858,56.092,9.2,14.8,5,51.59662027,NA,NA,NA,12.7329998,6284.192804,3.715090036,1.83994934,8.23131752,95.78099081,78.1,73.6,75.53902439,0.1,45221.444,24.72635819,0,0,1,0,"Selected"
"Sub-Saharan Africa (excluding high income)          ","SSA","Valtioiden muodostama alue",21239871,NA,NA,NA,1076944455,50.70390752,40.17461565,35.69968904,8.782886498,54.43075715,84.39669533,41.2033,27.45346,34.42657,6.158683561,1548.80154,3.917405009,1.200328118,5.112508452,82.29744109,62.61173511,59.1416654303711,60.86233564,3.895029142,848185.5781,44.65183058,NA,NA,NA,NA,"Not Selected"
"South Sudan                                         ","SSD","Itsenäinen valtio",NA,"Kyllä","Matala","Kyllä",10975920,NA,19.615,35.37,10.574,62.4,82.54372949,71.13574,59.73519,65.47724,12.22500038,NA,NA,2.354537758,8.37437344,33.46296855,58.891,55.88,57.365,2.5,1727.157,45.57750557,1,0,0,0,"Selected"
"Sub-Saharan Africa                                  ","SSF","Valtioiden muodostama alue",21242361,NA,NA,NA,1078306520,50.76208431,40.17682337,35.6678956,8.781854029,54.4,84.34271875,41.19899,27.45062,34.42294,6.159415136,1560.887347,4.031330109,1.192125726,5.117321667,82.40161583,62.63169087,59.1427144394588,60.88000237,3.891534346,853107.128,44.61323689,NA,NA,NA,NA,"Not Selected"
"Small states                                        ","SST","Valtioiden muodostama alue",2500872.999,NA,NA,NA,40576543,16.22495145,58.72490936,22.28544351,7.358293506,33.5489894,56.42203286,15.49283,12.26183,13.79825,8.717256818,12135.83779,5.141875029,NA,4.899505197,118.4584475,71.12207628,67.59556416495,69.27907473,7.242116754,273210.8676,30.47224611,NA,NA,NA,NA,"Not Selected"
"Sao Tome and Principe                               ","STP","Itsenäinen valtio",960,"Kyllä","Alempi keskitaso","Ei",211028,219.8208333,72.803,31.967,4.908,25,83.30336591,10.48427,3.83732000000001,7.18335999999999,13.14799976,1811.012826,5.084159851,NA,6.46091604,77.05612525,72.329,67.565,69.933,NA,121.011,28.53958436,0,1,0,0,"Selected"
"Suriname                                            ","SUR","Itsenäinen valtio",156000,"Ei","Ylempi keskitaso","Ei",575991,3.69225,66.06,18.791,7.277,17,51.69114568,7.28794000000001,3.92596,5.61673,6.993999958,5626.795816,NA,NA,6.22976971,130.604698,74.817,68.274,71.463,1.3,1738.158,24.78001054,0,0,1,0,"Selected"
"Slovak Republic                                     ","SVK","Itsenäinen valtio",48080,"Ei","Korkea","Kyllä",5446771,113.2855865,53.726,10.7,9.9,4.9,45.08604574,NA,NA,NA,6.535999775,17554.30832,3.939130068,1.101933258,6.76883841,132.801823,80.7,73.8,77.16585366,NA,32423.614,17.56291134,0,0,0,1,"Selected"
"Slovenia                                            ","SVN","Itsenäinen valtio",20141.99951,"Ei","Korkea","Ei",2073894,102.9636605,54.541,9.8,9.9,1.8,52.97226886,NA,NA,NA,5.107999802,23500.75223,4.783239841,0.982335151,8.18941784,118.6742271,84,78.2,81.02926829,NA,12632.815,16.02397998,0,0,0,1,"Selected"
"Sweden                                              ","SWE","Itsenäinen valtio",407310,"Ei","Korkea","Ei",10175214,24.98149812,87.431,11.5,9.1,2.2,60.45520697,NA,NA,NA,6.346000195,53791.50873,7.568830013,1.024075502,10.78592205,126.8307474,84.1,80.6,82.4097561,NA,43252.265,6.18466509,0,0,0,1,"Selected"
"Eswatini                                            ","SWZ","Itsenäinen valtio",17200,"Ei","Alempi keskitaso","Kyllä",1136191,66.05761628,23.799,26.773,9.843,44.8,72.79236313,11.45731,11.71242,11.58062,22.36100006,3953.088968,NA,1.886998506,6.91085625,NA,62.753,54.329,58.319,28.4,1155.105,17.16878731,0,1,0,0,"Selected"
"Sint Maarten (Dutch part)                           ","SXM","Muu alue/territorio",NA,NA,"Korkea",NA,40654,NA,100,9,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,"Not Selected"
"Seychelles                                          ","SYC","Itsenäinen valtio",460,"Ei","Korkea","Ei",96762,210.3521739,56.691,17.2,7.8,12.7,45.41274063,3.6498,4.58824,4.13229,NA,15906.08392,NA,1.43316216,4.98940706,184.2980143,78.5,70.3,74.3,NA,605.055,20.17864936,0,0,0,1,"Selected"
"Syrian Arab Republic                                ","SYR","Itsenäinen valtio",183630,"Ei","Matala","Ei",16906283,92.06710777,54.162,24.115,5.584,18.1,56.06629965,NA,NA,NA,8.256999969,NA,NA,NA,NA,101.0895154,77.418,65.407,70.967,0.1,28829.954,43.75725947,1,0,0,0,"Selected"
"Turks and Caicos Islands                            ","TCA","Muu alue/territorio",950,NA,"Korkea",NA,37665,39.64736842,93.098,NA,NA,NA,NA,NA,NA,NA,NA,25933.60744,NA,NA,NA,NA,NA,NA,NA,NA,216.353,NA,0,0,0,1,"Not Selected"
"Chad                                                ","TCD","Itsenäinen valtio",1259200,"Kyllä","Matala","Kyllä",15477751,12.29173364,23.059,42.683,12.309,72.6,98.43954875,NA,NA,NA,1.838000059,665.9483527,2.454819918,2.238589247,4.40445328,45.12373876,55.132,52.315,53.712,1.3,1015.759,66.0292055,1,0,0,0,"Selected"
"East Asia & Pacific (IDA & IBRD countries)          ","TEA","Valtioiden muodostama alue",15793350,NA,NA,NA,2056064424,130.185453,55.55509202,14.22870984,6.917411247,13.54985122,43.00987476,5.88336,2.51474,4.18510999999999,3.869544351,7248.931131,NA,1.780255862,4.911259255,120.2390411,77.59185935,72.6591178046408,75.0333589,NA,11393101.31,42.67140529,NA,NA,NA,NA,"Not Selected"
"Europe & Central Asia (IDA & IBRD countries)        ","TEC","Valtioiden muodostama alue",22973438.01,NA,NA,NA,458970243.5,19.9783003,66.33001424,13.87623714,10.0701734,10.62388334,49.49501223,1.49939000000001,0.478589999999997,1.01815000000001,6.700274423,8538.356943,4.004815102,2.862079686,5.342442968,126.1702176,77.92198057,69.9269363506798,73.89459647,NA,3365154.562,24.09235196,NA,NA,NA,NA,"Not Selected"
"Togo                                                ","TGO","Itsenäinen valtio",54390,"Kyllä","Matala","Ei",7889094,145.0467733,41.702,33.55,8.568,48.2,79.22427189,NA,NA,NA,2.078999996,626.0915279,4.989759922,1.861681527,6.02144766,77.88610174,61.317,59.644,60.489,2.4,2999.606,35.73133561,1,0,0,0,"Selected"
"Thailand                                            ","THA","Itsenäinen valtio",510890,"Ei","Ylempi keskitaso","Ei",69428524,135.8972068,49.949,10.513,7.559,8.4,40.82103472,7.57144,4.79761000000001,6.23224,0.765999973,6592.914902,NA,1.583922137,3.83202839,180.1826119,80.468,72.977,76.683,1.1,283763.461,26.25672656,0,0,1,0,"Selected"
"Tajikistan                                          ","TJK","Itsenäinen valtio",138790,"Ei","Matala","Kyllä",9100837,65.57271417,27.134,31.364,4.961,31.3,66.12999444,NA,NA,NA,11.13300037,806.0415731,NA,NA,7.2288146,NA,72.961,68.493,70.647,0.2,5309.816,46.15218537,1,0,0,0,"Selected"
"Turkmenistan                                        ","TKM","Itsenäinen valtio",469930,"Ei","Ylempi keskitaso","Kyllä",5850908,12.45059477,51.593,24.615,7.057,36.7,54.43774644,NA,NA,NA,3.799999952,6587.090316,NA,NA,6.93379545,NA,71.449,64.504,67.956,NA,70630.087,21.76772098,0,0,1,0,"Selected"
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Valtioiden muodostama alue",19913632.03,NA,NA,NA,624668856,31.36890624,80.64402368,16.77807886,6.200090245,14.82366682,49.47107881,6.67483,5.79241,6.24504,8.053087907,9288.199577,4.535510063,1.217892726,8.139426904,105.5389814,78.40850734,72.001543442476,75.19431505,0.517515915,1777196.882,16.69618225,NA,NA,NA,NA,"Not Selected"
"Timor-Leste                                         ","TLS","Itsenäinen valtio",14870,"Kyllä","Alempi keskitaso","Ei",1267972,85.27047747,30.578,29.453,6.05,40.5,72.70305315,35.78906,28.13128,31.93317,4.479000092,1294.715534,7.060490131,0.855011484,4.33655405,115.8142833,71.092,67.053,69.007,0.2,495.045,19.25720917,0,1,0,0,"Selected"
"Middle East & North Africa (IDA & IBRD countries)   ","TMN","Valtioiden muodostama alue",8635068.008,NA,NA,NA,378327628,43.81292975,61.414543,24.04637577,5.248516823,20.49535657,57.90212915,30.87834,17.68833,24.27811,11.74984848,3799.787291,NA,3.381174989,6.750338207,99.99112341,75.33383364,71.5536050873126,73.39013107,0.104935757,1472076.813,54.10477709,NA,NA,NA,NA,"Not Selected"
"Tonga                                               ","TON","Itsenäinen valtio",720,"Ei","Ylempi keskitaso","Ei",103197,143.3291667,23.131,24.626,7.194,14.5,70.5594579,0.524969999999996,0.649019999999993,0.585629999999995,1.052000046,4217.476507,NA,NA,5.05521584,104.5941258,72.648,68.788,70.701,NA,128.345,10.78547886,0,0,1,0,"Selected"
"South Asia (IDA & IBRD)                             ","TSA","Valtioiden muodostama alue",4771603.999,NA,NA,NA,1814388744,380.2471337,33.99236125,19.65370027,7.000875916,36.05255407,52.38413303,36.27065,19.68714,27.74761,5.059690961,1866.886067,3.47919488,2.504695728,3.459346623,87.36313965,70.50572324,67.9493897249746,69.1713119,NA,2736913.121,82.86952124,NA,NA,NA,NA,"Not Selected"
"Sub-Saharan Africa (IDA & IBRD countries)           ","TSS","Valtioiden muodostama alue",21242361,NA,NA,NA,1078306520,50.76208431,40.17682337,35.6678956,8.781854029,54.41467408,84.34271875,41.19899,27.45062,34.42294,6.159415136,1560.887347,4.031330109,1.192125726,5.117321667,82.40161583,62.63169087,59.1427144394588,60.88000237,3.891534346,853107.128,44.61323689,NA,NA,NA,NA,"Not Selected"
"Trinidad and Tobago                                 ","TTO","Itsenäinen valtio",5130,"Ei","Korkea","Ei",1389858,270.9274854,53.184,13.302,8.261,16.6,45.25288079,NA,NA,NA,2.5,16238.19319,NA,0.906067075,7.02028561,141.9293402,75.955,70.616,73.245,0.8,43868.321,24.10856843,0,0,0,1,"Selected"
"Tunisia                                             ","TUN","Itsenäinen valtio",155360,"Ei","Alempi keskitaso","Ei",11565204,74.44132338,68.945,18.01,6.274,14.7,48.11698794,NA,NA,NA,15.45899963,3481.228739,NA,2.144302107,7.25768566,127.7071968,78.35,74.297,76.31,0.1,29937.388,37.65599375,0,1,0,0,"Selected"
"Turkey                                              ","TUR","Itsenäinen valtio",769630,"Ei","Ylempi keskitaso","Ei",82319724,106.9601289,75.143,16.264,5.394,9.8,49.54975598,NA,NA,NA,10.89000034,10513.64843,NA,2.065259672,4.17974997,97.30132788,80.088,74.149,77.161,NA,372724.881,44.31152568,0,0,1,0,"Selected"
"Tuvalu                                              ","TUV","Itsenäinen valtio",30,"Kyllä","Ylempi keskitaso","Ei",11508,383.6,62.387,NA,NA,21.5,NA,NA,NA,NA,NA,3572.493579,NA,NA,17.72825432,NA,NA,NA,NA,NA,11.001,NA,0,0,1,0,"Selected"
"Tanzania                                            ","TZA","Itsenäinen valtio",885800,"Kyllä","Matala","Ei",56318348,63.5790788,33.776,37.075,6.622,38.3,87.61563252,NA,NA,NA,1.99000001,1004.841121,4.430510044,1.179376959,3.63913774,77.24135223,66.346,62.581,64.479,5,11972.755,29.07664051,1,0,0,0,"Selected"
"Uganda                                              ","UGA","Itsenäinen valtio",200520,"Kyllä","Matala","Kyllä",42723139,213.0617345,23.774,38.947,6.769,36,95.58568273,29.16194,17.34399,23.4725,1.748999953,747.1969074,2.272049904,1.293593365,6.48715639,57.27260732,64.64,60.27,62.516,6.1,5680.183,50.49432132,1,0,0,0,"Selected"
"Ukraine                                             ","UKR","Itsenäinen valtio",579290,"Ei","Alempi keskitaso","Ei",44622518,77.0296708,69.352,9.4,14.5,7.6,47.59515828,NA,NA,NA,8.798999786,2640.675677,5.412260056,2.884401519,7.43332434,127.753861,76.78,67.02,71.78097561,1,202249.718,20.30977582,0,1,0,0,"Selected"
